Single objective optimization:
17 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  554           105470           2.668           5.969        2
  555           105660           2.668           5.439        3
  556           105850           2.668           3.796        4
  557           106040           2.668           3.259        0
  558           106230           2.668           3.139        0
  559           106420           2.668            3.47        1
  560           106610           2.668           3.281        0
  561           106800           2.668           3.497        0
  562           106990           2.668           4.821        0
  563           107180           2.668            8.07        1
  564           107370           2.668           8.141        0
  565           107560           2.668            8.34        1
  566           107750           2.667           7.824        0
  567           107940           2.667           7.898        1
  568           108130           2.667           6.508        2
  569           108320           2.667            5.51        0
  570           108510           2.667           5.057        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  571           108700           2.667            4.44        0
  572           108890           2.667           5.573        1
  573           109080           2.667           4.641        0
  574           109270           2.667            4.86        1
  575           109460           2.666           4.772        0
  576           109650           2.666           5.148        0
  577           109840           2.666           6.172        0
  578           110030           2.666           9.264        1
  579           110220           2.666           9.284        2
  580           110410           2.666           7.213        0
  581           110600           2.666           8.834        0
  582           110790           2.666           11.47        1
  583           110980           2.666           11.96        2
  584           111170           2.666           11.03        3
  585           111360           2.666            7.57        4
  586           111550           2.666           6.342        5
  587           111740           2.666           5.033        6
  588           111930           2.666           3.278        7
  589           112120           2.666           3.063        0
  590           112310           2.666            2.81        1
  591           112500           2.666           2.778        2
  592           112690           2.666           2.721        0
  593           112880           2.666           2.687        1
  594           113070           2.666           2.685        0
  595           113260           2.666           2.683        0
  596           113450           2.666           2.708        0
  597           113640           2.666           2.755        0
  598           113830           2.666           3.014        0
  599           114020           2.666           3.568        0
  600           114210           2.666           4.204        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  601           114400           2.666           6.232        0
  602           114590           2.666              10        1
  603           114780           2.666           9.558        0
  604           114970           2.666           13.28        0
  605           115160           2.666           14.92        0
  606           115350           2.666           17.24        1
  607           115540           2.666           16.73        0
  608           115730           2.666           15.85        1
  609           115920           2.666           15.84        2
  610           116110           2.666           16.17        0
  611           116300           2.666           21.21        1
  612           116490           2.666           15.62        2
  613           116680           2.666           12.83        3
  614           116870           2.666           7.039        4
  615           117060           2.666           5.626        5
  616           117250           2.666            4.46        6
  617           117440           2.666           3.969        7
  618           117630           2.666           3.728        8
  619           117820           2.666            3.43        0
  620           118010           2.666           3.206        0
  621           118200           2.666           3.248        0
  622           118390           2.666           3.387        1
  623           118580           2.665           2.862        0
  624           118770           2.665           3.007        1
  625           118960           2.663            3.02        0
  626           119150           2.663           3.008        1
  627           119340           2.663           2.852        2
  628           119530           2.663           2.801        3
  629           119720           2.663            2.73        4
  630           119910           2.663           2.711        5

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  631           120100           2.663           2.696        0
  632           120290           2.663           2.682        1
  633           120480           2.663            2.68        0
  634           120670           2.663           2.678        1
  635           120860           2.663           2.677        0
  636           121050           2.663           2.675        0
  637           121240           2.663           2.682        0
  638           121430           2.663           2.706        1
  639           121620           2.662           2.696        0
  640           121810           2.662           2.705        0
  641           122000           2.662           2.756        0
  642           122190           2.662           3.006        0
  643           122380           2.662           3.453        0
  644           122570           2.662           4.573        0
  645           122760           2.662           7.462        0
  646           122950           2.662            9.44        0
  647           123140           2.662           14.62        0
  648           123330           2.662            14.3        1
  649           123520           2.662           17.35        2
  650           123710           2.662            17.7        0
  651           123900           2.662              21        1
  652           124090           2.662           16.08        2
  653           124280           2.662           12.86        3
  654           124470           2.662           8.243        4
  655           124660           2.662           5.593        5
  656           124850           2.662           5.047        6
  657           125040           2.662           3.929        7
  658           125230           2.662            3.41        8
  659           125420           2.662           3.207        0
  660           125610           2.662           2.926        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  661           125800           2.662           2.837        0
  662           125990           2.662           2.722        0
  663           126180           2.662           2.811        0
  664           126370           2.662           2.995        0
  665           126560           2.662           3.578        0
  666           126750           2.661           4.499        0
  667           126940           2.661           7.165        0
  668           127130            2.66           11.36        0
  669           127320            2.66           10.11        0
  670           127510            2.66           17.86        0
  671           127700            2.66            22.7        0
  672           127890            2.66           26.66        1
  673           128080            2.66           26.35        0
  674           128270            2.66           20.75        0
  675           128460            2.66           17.26        0
  676           128650            2.66           28.81        1
  677           128840            2.66            27.5        2
  678           129030            2.66            26.3        0
  679           129220            2.66           22.06        1
  680           129410            2.66           17.97        2
  681           129600            2.66           15.62        0
  682           129790            2.66           15.18        1
  683           129980            2.66           18.89        2
  684           130170            2.66              14        3
  685           130360            2.66           16.64        4
  686           130550            2.66           11.46        5
  687           130740            2.66           7.233        6
  688           130930            2.66           4.583        7
  689           131120            2.66           3.449        0
  690           131310            2.66           3.298        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  691           131500            2.66           3.082        0
  692           131690            2.66           3.082        0
  693           131880           2.659           3.653        0
  694           132070           2.659           4.651        0
  695           132260           2.659           5.681        1
  696           132450           2.659           6.055        2
  697           132640           2.659           5.232        0
  698           132830           2.659           5.442        0
  699           133020           2.659            8.77        0
  700           133210           2.659           14.31        0
  701           133400           2.659           14.89        0
  702           133590           2.658           19.17        0
  703           133780           2.658           18.52        1
  704           133970           2.658            18.3        0
  705           134160           2.658              24        1
  706           134350           2.658           21.53        2
Optimization terminated: time limit exceeded.
