Single objective optimization:
17 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  488            92930           2.904           11.05        1
  489            93120           2.904           10.89        2
  490            93310           2.902           9.044        0
  491            93500           2.902           9.918        1
  492            93690           2.898           8.523        0
  493            93880           2.898           6.643        1
  494            94070           2.898               5        2
  495            94260           2.897           4.479        0
  496            94450           2.897            4.22        1
  497            94640           2.897           3.978        2
  498            94830           2.897           3.636        0
  499            95020           2.897            3.87        1
  500            95210           2.897           3.513        2
  501            95400           2.897           3.208        0
  502            95590           2.897             3.1        0
  503            95780           2.896           3.394        0
  504            95970           2.896           4.618        0
  505            96160           2.896           6.259        1
  506            96350           2.896           5.562        0
  507            96540           2.896           6.313        1
  508            96730           2.896           5.573        2
  509            96920           2.896            4.99        0
  510            97110           2.896           5.271        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  511            97300           2.895           4.615        0
  512            97490           2.895           5.092        1
  513            97680           2.895           4.305        2
  514            97870           2.895           3.828        3
  515            98060           2.894           3.386        0
  516            98250           2.893           3.121        0
  517            98440           2.893           3.419        1
  518            98630           2.893           3.175        0
  519            98820           2.891           3.335        0
  520            99010            2.89           4.393        0
  521            99200            2.89           8.115        1
  522            99390            2.89           8.255        0
  523            99580           2.889           7.365        0
  524            99770           2.889           8.311        1
  525            99960           2.889           10.06        0
  526           100150           2.888            12.2        0
  527           100340           2.888           15.52        1
  528           100530           2.888            12.4        0
  529           100720           2.888           12.57        1
  530           100910           2.888           12.06        2
  531           101100           2.888           12.15        0
  532           101290           2.888           12.61        0
  533           101480           2.887           12.34        0
  534           101670           2.887           11.85        1
  535           101860           2.887           12.12        0
  536           102050           2.887           14.27        1
  537           102240           2.887           14.56        2
  538           102430           2.887           12.17        0
  539           102620           2.887              17        1
  540           102810           2.887           12.81        2

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  541           103000           2.887           8.962        3
  542           103190           2.887           6.861        4
  543           103380           2.879           5.321        0
  544           103570           2.879           5.195        1
  545           103760           2.878            4.28        0
  546           103950           2.878           4.229        0
  547           104140           2.878           6.062        1
  548           104330           2.878           5.216        2
  549           104520           2.878           4.322        3
  550           104710           2.878           3.937        0
  551           104900           2.878           4.145        1
  552           105090           2.877           3.747        0
  553           105280           2.877           3.958        0
  554           105470           2.877            4.65        0
  555           105660           2.876           6.748        0
  556           105850           2.876           9.201        1
  557           106040           2.875           11.45        0
  558           106230           2.875           10.27        0
  559           106420           2.875           16.78        1
  560           106610           2.875           15.75        2
  561           106800           2.875           11.05        3
  562           106990           2.875           9.127        4
  563           107180           2.875           5.495        5
  564           107370           2.874           4.738        0
  565           107560           2.873           4.151        0
  566           107750           2.873           4.611        1
  567           107940           2.873           3.881        2
  568           108130           2.872           3.727        0
  569           108320           2.872           3.502        1
  570           108510           2.872           3.511        2

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  571           108700           2.872           3.106        3
  572           108890           2.872           3.052        0
  573           109080           2.872           2.977        0
  574           109270           2.872           3.078        1
  575           109460           2.868           3.028        0
  576           109650           2.868           3.179        1
  577           109840           2.868           3.019        0
  578           110030           2.867           3.111        0
  579           110220           2.867           3.341        1
  580           110410           2.867           3.308        2
  581           110600           2.867           3.184        3
  582           110790           2.867           3.043        0
  583           110980           2.866           3.004        0
  584           111170           2.866             3.1        0
  585           111360           2.865           3.318        0
  586           111550           2.865           4.089        1
  587           111740           2.864           4.057        0
  588           111930           2.864           4.015        0
  589           112120           2.863           8.443        0
  590           112310           2.863           14.39        0
  591           112500           2.863           14.73        1
  592           112690           2.863           15.74        0
  593           112880           2.863           14.87        0
  594           113070           2.862           19.54        0
  595           113260           2.862           19.84        1
  596           113450           2.862           17.07        0
  597           113640           2.862           16.93        1
  598           113830           2.862           17.74        2
  599           114020           2.862           14.52        3
  600           114210           2.862           12.35        4

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  601           114400           2.862           10.39        5
  602           114590           2.862           7.027        6
  603           114780           2.862           5.219        7
  604           114970           2.862           4.243        8
  605           115160           2.862           3.975        0
  606           115350           2.862           3.606        0
  607           115540           2.862           3.435        0
  608           115730           2.862           4.207        0
  609           115920           2.862           4.987        1
  610           116110           2.862           5.015        2
  611           116300           2.861           4.533        0
  612           116490           2.861           5.486        0
  613           116680           2.861           6.549        0
  614           116870            2.86           12.17        0
  615           117060            2.86           11.57        0
  616           117250            2.86           17.56        1
  617           117440            2.86           17.21        2
  618           117630            2.86           13.87        3
  619           117820            2.86           10.63        0
  620           118010            2.86           14.23        0
  621           118200            2.86           13.83        1
  622           118390            2.86           8.085        2
  623           118580           2.859           9.212        0
  624           118770           2.859           10.55        1
  625           118960           2.859           7.788        2
  626           119150           2.859           6.424        3
  627           119340           2.859             4.5        4
  628           119530           2.859           4.149        5
  629           119720           2.859           3.693        0
  630           119910           2.859           3.382        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  631           120100           2.857           3.113        0
  632           120290           2.857           3.124        0
  633           120480           2.857           3.343        0
  634           120670           2.857           4.471        1
  635           120860           2.857            3.91        0
  636           121050           2.857           4.736        0
  637           121240           2.857           7.421        1
  638           121430           2.857           7.139        0
  639           121620           2.857           8.417        1
  640           121810           2.857           7.042        2
  641           122000           2.857           6.372        3
  642           122190           2.857           3.625        4
  643           122380           2.857           3.184        0
