Single objective optimization:
17 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  339            64620           4.054           7.225        2
  340            64810           4.054            6.16        3
  341            65000           4.054           5.034        4
  342            65190           4.052           4.874        0
  343            65380            4.05           4.693        0
  344            65570           4.049           5.053        0
  345            65760           4.049           5.435        0
  346            65950           4.046            7.14        0
  347            66140           4.044           8.584        0
  348            66330           4.041           10.79        0
  349            66520           4.039           16.18        0
  350            66710           4.039           24.07        1
  351            66900           4.038           21.71        0
  352            67090           4.038           31.24        1
  353            67280           4.038           22.11        2
  354            67470           4.038           20.83        0
  355            67660           4.035           19.35        0
  356            67850           4.035           29.22        1
  357            68040           4.035           25.61        0
  358            68230           4.035           32.52        0
  359            68420           4.035           31.32        1
  360            68610           4.034           25.34        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  361            68800           4.034           25.84        0
  362            68990           4.034           28.67        1
  363            69180           4.034           31.89        2
  364            69370           4.034           27.01        3
  365            69560           4.034           23.94        4
  366            69750           4.034           14.55        5
  367            69940           4.034           13.92        6
  368            70130           4.034           9.806        7
  369            70320           4.032           7.313        0
  370            70510           4.026           6.705        0
  371            70700           4.024           9.624        0
  372            70890           3.998           10.08        0
  373            71080           3.988           13.48        0
  374            71270           3.983           15.01        0
  375            71460           3.982            26.5        0
  376            71650           3.982           26.37        0
  377            71840           3.979           31.77        0
  378            72030           3.976           27.94        0
  379            72220           3.974           25.19        0
  380            72410           3.974           30.79        1
  381            72600           3.974           35.13        2
  382            72790           3.974           28.48        3
  383            72980           3.974           24.13        4
  384            73170           3.974           15.85        5
  385            73360           3.972           13.71        0
  386            73550           3.967           11.71        0
  387            73740           3.967           9.525        1
  388            73930           3.967           9.988        2
  389            74120           3.967           8.141        3
  390            74310           3.967           6.961        4

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  391            74500            3.96           6.538        0
  392            74690            3.96           6.497        1
  393            74880            3.96           5.727        2
  394            75070           3.956           5.275        0
  395            75260           3.956           5.258        1
  396            75450           3.955           5.117        0
  397            75640           3.948           5.096        0
  398            75830           3.948           5.905        1
  399            76020           3.948           5.255        2
  400            76210           3.948           5.127        3
  401            76400           3.942           4.794        0
  402            76590           3.942           4.498        1
  403            76780           3.942           4.293        0
  404            76970           3.942           4.316        0
  405            77160           3.941             4.5        0
  406            77350           3.939           5.134        0
  407            77540           3.939           7.433        1
  408            77730           3.938           7.022        0
  409            77920           3.936           11.64        0
  410            78110           3.934           9.458        0
  411            78300           3.934           11.94        0
  412            78490           3.934           14.59        1
  413            78680           3.934           13.72        2
  414            78870           3.934            11.5        3
  415            79060           3.934           9.456        4
  416            79250           3.931            7.68        0
  417            79440            3.93           8.988        0
  418            79630            3.93           8.562        1
  419            79820            3.93            8.85        2
  420            80010            3.93           6.763        3

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  421            80200           3.925           5.947        0
  422            80390           3.925           5.991        1
  423            80580           3.925           5.393        2
  424            80770           3.925             4.8        3
  425            80960           3.923           4.308        0
  426            81150           3.918           4.183        0
  427            81340           3.915           4.537        0
  428            81530           3.915           5.639        1
  429            81720           3.915           5.564        2
  430            81910           3.915           4.639        0
  431            82100           3.914           4.606        0
  432            82290           3.912            5.42        0
  433            82480           3.906           6.592        0
  434            82670           3.883           9.416        0
  435            82860           3.845           11.89        0
  436            83050           3.845           16.75        1
  437            83240           3.813           15.83        0
  438            83430           3.803           23.59        0
  439            83620           3.793           27.12        0
  440            83810           3.787           23.56        0
  441            84000           3.782           28.44        0
  442            84190            3.78           28.82        0
  443            84380            3.78            31.2        1
  444            84570            3.78           36.67        2
  445            84760            3.78           31.08        3
  446            84950           3.777           23.93        0
  447            85140           3.777           21.22        1
  448            85330           3.777           17.07        2
  449            85520           3.777           10.47        3
  450            85710           3.777           10.28        4

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  451            85900           3.777           7.938        0
  452            86090           3.761            7.45        0
  453            86280           3.758           12.66        0
  454            86470           3.758           12.79        1
  455            86660           3.758           10.58        2
  456            86850           3.696           10.64        0
  457            87040           3.696           10.16        0
  458            87230           3.696           17.02        1
  459            87420           3.696           19.62        2
  460            87610           3.696           16.65        3
  461            87800           3.695           10.61        0
  462            87990           3.692           11.46        0
  463            88180           3.692           10.13        1
  464            88370            3.69           10.17        0
  465            88560            3.69           8.993        0
  466            88750           3.689           12.61        0
  467            88940           3.689           13.86        1
  468            89130           3.689           18.59        2
  469            89320           3.688           14.73        0
  470            89510           3.688           14.23        1
  471            89700           3.688           11.03        2
  472            89890           3.688           10.49        3
  473            90080           3.683           8.302        0
  474            90270           3.683           7.715        1
  475            90460           3.682            7.29        0
  476            90650            3.68            10.3        0
  477            90840           3.657           7.455        0
  478            91030           3.657           13.58        1
  479            91220           3.657           13.72        2
  480            91410           3.657           14.58        3

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  481            91600            3.65            11.7        0
  482            91790           3.643           9.057        0
  483            91980           3.641           9.316        0
  484            92170            3.64           11.76        0
  485            92360           3.635           15.68        0
  486            92550           3.635           25.93        1
  487            92740           3.635            21.6        0
  488            92930           3.635           34.65        1
  489            93120           3.635           23.67        2
  490            93310           3.635           14.77        3
  491            93500           3.635           18.44        4
  492            93690           3.635           15.26        5
  493            93880           3.635            10.5        0
  494            94070           3.635           7.214        1
  495            94260           3.635           6.707        2
  496            94450           3.633           5.957        0
  497            94640           3.633           5.965        0
  498            94830           3.633           7.267        1
  499            95020           3.633           7.645        0
  500            95210           3.632           9.954        0
  501            95400           3.632            11.2        1
  502            95590           3.631           9.409        0
  503            95780            3.63           12.95        0
  504            95970            3.63           15.29        0
  505            96160           3.628           16.48        0
  506            96350           3.628            21.5        0
  507            96540           3.628           26.11        1
  508            96730           3.628           33.68        2
  509            96920           3.628           27.82        3
  510            97110           3.593           18.87        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  511            97300           3.589           19.75        0
  512            97490           3.589           29.66        1
  513            97680           3.587           25.94        0
  514            97870           3.587           31.39        1
  515            98060           3.586           20.26        0
  516            98250           3.586           29.94        1
  517            98440           3.586            20.7        2
  518            98630           3.586           17.25        3
  519            98820           3.586           19.71        4
  520            99010           3.586            11.5        5
  521            99200           3.586           9.374        6
  522            99390           3.586           6.986        7
  523            99580           3.583           5.433        0
  524            99770           3.583           5.587        1
  525            99960           3.582           4.959        0
  526           100150           3.581           4.913        0
  527           100340           3.581           5.819        0
  528           100530           3.581           9.837        0
  529           100720           3.581           9.305        1
  530           100910           3.581           9.732        2
  531           101100            3.58           8.476        0
  532           101290           3.579            11.8        0
  533           101480           3.579            9.73        1
  534           101670           3.579           9.707        2
  535           101860           3.576           9.032        0
  536           102050           3.571           11.32        0
  537           102240           3.571           13.65        1
  538           102430           3.571           12.42        2
  539           102620           3.571           8.748        3
  540           102810           3.571           7.564        4

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  541           103000           3.571           6.516        5
  542           103190           3.571               5        6
  543           103380           3.571           4.427        0
  544           103570           3.571           4.326        1
  545           103760           3.571           4.282        2
  546           103950            3.57           3.938        0
  547           104140           3.569           4.371        0
  548           104330           3.569            4.06        0
  549           104520           3.569           4.212        1
  550           104710           3.568           4.178        0
  551           104900           3.568           4.319        0
  552           105090           3.568           4.437        1
  553           105280           3.568           4.294        2
  554           105470           3.568           4.438        0
  555           105660           3.568           4.122        0
  556           105850           3.568           4.507        1
  557           106040           3.568           4.478        0
  558           106230           3.568           5.028        0
  559           106420           3.567           5.723        0
  560           106610           3.567           7.384        1
  561           106800           3.567           7.365        0
  562           106990           3.562           9.147        0
  563           107180           3.562              12        1
  564           107370           3.562           14.96        0
  565           107560           3.562           17.28        1
  566           107750           3.562           18.18        2
  567           107940           3.562           13.09        3
  568           108130           3.562           9.245        4
  569           108320           3.562           6.523        5
  570           108510           3.561            4.95        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  571           108700           3.561           4.864        1
  572           108890           3.561           4.615        2
  573           109080           3.561           4.349        0
  574           109270           3.561           4.033        0
  575           109460           3.561           4.375        0
  576           109650           3.561           4.819        1
  577           109840           3.561           4.279        0
  578           110030           3.561           5.075        0
  579           110220            3.56           6.145        0
  580           110410            3.56           7.086        0
  581           110600            3.56           7.972        1
  582           110790           3.558           8.475        0
  583           110980           3.555           9.555        0
  584           111170           3.554           15.79        0
  585           111360           3.554           21.22        1
  586           111550           3.554            15.8        2
  587           111740           3.554           16.83        3
  588           111930           3.554           10.44        4
  589           112120           3.554           10.97        5
  590           112310           3.554           8.113        0
  591           112500           3.554           6.782        1
  592           112690           3.554           5.633        0
  593           112880           3.554            5.95        0
  594           113070           3.554           10.27        1
  595           113260           3.554            10.1        2
  596           113450           3.554           7.429        0
  597           113640           3.554            7.37        1
  598           113830           3.554           6.099        0
  599           114020           3.554            6.14        0
  600           114210           3.554           8.198        1

